iso2,iso3,adm0_name,adm0_name1,adm0_name2,adm0_name3,adm0_pcode,valid_on,valid_to,version,area_sqkm,lang,lang1,lang2,lang3,adm0_ref_name,center_lat,center_lon
ET,ETH,Ethiopia,,,,ET,14/12/21,,v03,1129935.283,en,,,,Ethiopia,9.09035678,39.02136639
